ProspectID,LeadNumber,LeadOrigin,LeadSource,LeadScore,EngagementScore,TotalVisits,AverageTimePerVisit
ea76c5cd-3498-4f52-93d0-8d8e212836b1,654136,Lead Add Form,Welingak Website,0,0,0,0
9e3481e5-6c1e-436d-921b-4bd361cbd6f0,654128,API,Google,90,0,3,107.33
758ed6e9-5092-4638-8b73-396eca59913c,654123,API,Direct Traffic,100,0,5,458
e58d2ddd-fbf3-465d-90b8-a22495af3d63,654116,API,Referral Sites,100,50,4,177.33
4daf1783-7f4f-4dbf-8b3f-c7a8d9910cbf,654115,API,Google,105,20,3,142.67
49f589bc-e091-4aab-b787-e5255e9a8f07,654101,Landing Page Submission,Google,95,0,4,111.33
ab550af9-438b-42d1-8df9-f4e2bc25594f,654099,API,Olark Chat,0,0,0,0
5aeeaf92-1d02-4e69-904d-66ef38100b15,654095,API,Google,70,0,2,136.5
5c31385a-070b-41a9-bc77-0d6f83b23749,654093,API,Google,110,0,4,275.75
15c16425-0c3f-4edb-b266-b7bd312dca26,654061,Landing Page Submission,Direct Traffic,80,10,2,10
b5d3c71c-5375-4e28-bd55-028f5cba7cb3,654051,Landing Page Submission,Google,184,50,3,289.5
bdb046bb-216f-498f-8f84-b36456473ca9,654040,Landing Page Submission,Google,230,0,5,92.25
65ce5db8-628d-4678-891a-dfdd85c7ec81,654027,API,Google,150,80,9,199
599cc8e9-5d78-401e-b40f-adacbdacd51a,654026,API,Google,100,0,3,157
960e7c96-fc6d-4126-baa4-41e71b88bdb7,654022,Landing Page Submission,Google,130,0,7,260.17
5e1ba456-e376-45fa-b6c5-7e6f5574a440,654018,API,Olark Chat,10,10,0,0
12be6aa5-6a22-4a5e-ae9c-473592481fd4,654001,Lead Add Form,Reference,35,10,0,0
ff8daf82-a795-4276-8443-67437cec918c,653998,Landing Page Submission,Organic Search,80,0,3,43
a94092fd-f8e5-41ba-81b8-207591ebe457,653992,API,Olark Chat,-10,0,0,0
38f1be2c-ff94-411a-8fe9-b0e4a433e1fa,653990,API,Organic Search,60,0,2,180
b812f00c-e513-4349-b701-3618758a8fe3,653987,API,Referral Sites,110,0,3,332.67
b38eb639-ce0a-4244-b0aa-408766e35496,653985,Landing Page Submission,Direct Traffic,120,0,5,39.25
be315a3d-77d8-444a-ac9a-939535e98c6c,653978,Landing Page Submission,Direct Traffic,240,0,4,237
af7de9f5-a8c4-4453-b57d-d45e235941e0,653964,Landing Page Submission,Google,145,0,4,144.5
2c95ac86-9b80-4326-944c-9b69278e6745,653943,Lead Add Form,Reference,0,0,0,0
85fe6e63-56a0-466f-8049-3f313c860491,653938,Landing Page Submission,Direct Traffic,175,0,4,372.5
22cc0df4-8078-451e-afbf-ecf51cb62ebb,653934,Landing Page Submission,Direct Traffic,90,0,4,77.67
086ca890-6680-45eb-9925-93b856712985,653933,Landing Page Submission,Direct Traffic,90,0,2,4
14a1acd6-4ac1-47eb-84d8-6b1936dfd625,653930,API,Olark Chat,30,0,0,0
9ea79fc3-587b-4833-8afb-a7aadab9c196,653929,API,Google,60,0,1,0
455a7865-c128-4e66-922d-00a6cd110e88,653924,API,Olark Chat,75,50,3,71
7df9db7e-7ca4-4424-a7ea-a101f24ad5d8,653919,API,Referral Sites,130,0,6,266
5fe8958c-06aa-4638-8955-564907a3f8cb,653910,Lead Add Form,Reference,-10,0,0,0
5a3aa671-7ee4-4ac2-824e-357471cc9d6f,653908,Landing Page Submission,Organic Search,100,0,5,147
add50393-d336-4036-abf9-ba7358020bd3,653903,API,Organic Search,70,0,3,293
6d7eb270-2d59-4d40-aa97-00129f893984,653893,API,Referral Sites,120,0,6,140.4
ecac3d4f-45f5-4332-9630-86d3f04e547a,653881,API,Olark Chat,95,0,0,0
1ec33db0-c10a-4642-a086-80df07d1476c,653879,Landing Page Submission,Google,115,30,7,115
f5c3285c-c0d0-4a06-bcd7-7e63a556eabe,653874,API,Olark Chat,10,0,0,0
7b236672-7df5-4145-b4ab-67cad9ec0453,653858,API,Organic Search,185,0,7,387.14
7157c311-7cae-46a6-ae9f-cf967ca06519,653849,Landing Page Submission,Google,70,20,3,252.67
8ec273c5-40e7-4231-8a09-ff137a0f4e86,653848,Landing Page Submission,Google,160,0,12,287.7
65be287b-f755-49e2-b4b9-e85d0501c6bf,653836,Landing Page Submission,Direct Traffic,80,0,3,18
524cfc0c-4a1a-4236-bab1-281d4560c37b,653820,Lead Add Form,Reference,20,0,0,0
0158f879-f2ba-4df3-9d7a-4c7911b88977,653786,API,Referral Sites,140,90,2,449
e00542c5-457c-43b8-962d-aa8b4e7f97f1,653785,API,Google,60,0,2,593
17742c7f-2361-4ce9-9837-9dcab47a5b9a,653783,API,Referral Sites,90,0,4,119.67
df2094b2-3498-4908-a4e2-9700235573e4,653774,Landing Page Submission,Direct Traffic,90,0,2,124
3dbe808b-976f-47cc-814e-2afe216e3ac9,653773,API,Google,90,0,3,120.5
76c4b65c-1a11-43a2-895e-89529dda3ec9,653763,Landing Page Submission,Google,165,0,4,186.75
7741a160-f616-4029-ae39-7b2c9dd5a68e,653761,Lead Add Form,Reference,0,0,0,0
6387796c-fd6d-41b2-988d-9e7361f0ca9e,653757,Landing Page Submission,Google,220,0,12,113.5
b221d669-b19a-4e48-b29c-3834f23d8943,653724,API,Olark Chat,60,60,0,0
f22a1057-c893-4787-8d73-e498a0b8646d,653715,API,Olark Chat,55,0,0,0
24f4ee74-463c-4f34-984f-4acd0725d85f,653696,Landing Page Submission,Direct Traffic,200,130,2,23
8ed7528c-c4a0-4e52-b1b4-a56d63f81154,653691,Lead Add Form,Reference,10,10,0,0
f45f8039-d948-4004-9e1b-c56efbab9747,653687,Landing Page Submission,Google,430,280,21,145.56
e96d49e5-f3d5-4fed-a232-e651ed23a67f,653656,API,Organic Search,90,0,3,382
3a5ae711-bb52-41df-8cbc-29eb6572c377,653652,API,Organic Search,80,0,4,104
aef6dfa8-a12c-432e-b29a-85bb2dd4a19d,653651,Landing Page Submission,Google,150,0,2,7
15169697-066a-4153-bf1f-a494bab424e7,653650,Lead Add Form,Reference,30,30,0,0
4df1b0d3-49c2-41c0-b6e9-6b3a6e6a8fd5,653637,API,Olark Chat,10,0,0,0
87be8497-2aea-48f2-ad1c-77242719b26c,653635,Landing Page Submission,Direct Traffic,315,0,11,119.11
953ddb0c-e9f8-40d8-8194-d6e4cf57a0be,653632,API,Google,130,0,9,116.14
89afce44-1064-4da3-87ee-3d90822f1007,653615,API,Google,60,10,1,0
f8c8282b-33dd-4558-89c1-9eeb4650b433,653610,API,Olark Chat,0,0,0,0
04dc59fe-0b35-4c37-bcac-58f7b5db52f9,653593,Landing Page Submission,Direct Traffic,130,0,2,2
cd051131-a637-48a7-b629-e49d98b9d084,653586,Landing Page Submission,Direct Traffic,220,0,4,245
1fb2c62f-401c-47c2-acc3-ce34d89f4e7d,653581,Landing Page Submission,Google,140,90,4,156.33
d95f0584-4e20-4ad1-b3af-7b8dacb4aa23,653580,Landing Page Submission,Direct Traffic,440,220,4,360.67
5434ccf3-9de6-4c72-8dd6-66c2829d0ee2,653569,Landing Page Submission,Direct Traffic,110,0,6,51.67
c188919b-cf20-44fe-8737-fb399d2d3de7,653559,Landing Page Submission,Google,80,0,3,104
6ca84b0d-a8a8-47b2-8089-4e7f86673b8a,653552,Landing Page Submission,Google,100,40,5,85.67
d1cebc5e-47b1-40cd-b5d1-d8924bc23ee0,653547,API,Olark Chat,0,0,0,0
9917c522-e556-47ea-a5a0-cd9c6561536d,653527,API,Referral Sites,130,0,3,445
185adff7-47e3-4718-b4be-5376d8632043,653525,API,Google,120,0,2,287
85347e60-fb6b-4f2f-87e1-0b5be1c33a59,653523,Landing Page Submission,Referral Sites,120,50,6,135
2fbf0ac5-332b-484b-9b40-01002744b952,653510,API,Referral Sites,40,0,4,87.67
eaecfa88-1d6d-48b6-be9a-bafde2835aa9,653502,Landing Page Submission,Google,100,0,4,122.33
dc8c8714-73f8-4425-99a2-aac7e654bcb3,653473,API,Google,255,160,8,454
b660eaca-3509-486e-b1ae-b89bc8c31ee1,653464,API,Referral Sites,200,0,9,160.67
20b22657-df2c-4ad6-bf4f-3b1181060306,653452,Landing Page Submission,Google,90,0,3,106
a993bdd5-a36e-4bed-aeac-08ce89ecba77,653449,API,Google,70,20,2,227
4b023dec-40b8-455b-8ac3-06aaa05973ad,653444,Landing Page Submission,Google,70,0,2,587
f876362d-085a-487b-9a43-44d642308f73,653432,Landing Page Submission,Direct Traffic,170,0,2,4
b7b96f83-636c-4e37-8604-a539f30df67a,653430,API,Olark Chat,20,0,0,0
e68e2ea2-3cad-4678-88bf-22979eebcd9e,653415,API,Google,230,0,4,281
966ae65d-99a5-44f5-8b5d-7cc05865eff6,653413,API,Referral Sites,150,0,9,72.57
1c6bd735-d520-4f61-b1ef-372acaf885eb,653337,Landing Page Submission,Organic Search,110,0,6,109
fa96aa84-0370-4a54-9e0a-95681081c70d,653302,Landing Page Submission,Direct Traffic,110,0,2,2
eec2daa1-0864-42aa-8255-a3c4037ecc32,653297,Landing Page Submission,Direct Traffic,70,0,2,9
6338a25f-ec05-48fe-8451-367221cd6649,653292,API,Referral Sites,150,0,10,143.14
2436d735-8679-441e-913b-d2f68b93634a,653279,API,Google,70,0,3,135.5
14d90cba-83b5-482f-a1f8-31990974ae03,653261,Landing Page Submission,Direct Traffic,180,110,2,3
f3a13be5-9efe-46e0-bf49-0188972c1502,653259,Landing Page Submission,Google,155,0,5,206.5
bb20672c-6320-4060-96af-b9bd3013162a,653246,Landing Page Submission,Organic Search,90,0,5,53.75
21fad069-f4b9-4718-849e-797ee552b00d,653232,API,Google,100,0,5,137.33
22d5ff8b-67b3-4f78-9830-b0ab3604122d,653231,API,Referral Sites,240,0,7,49
672b0ae4-afab-47e2-a35e-3a65d15514af,653222,API,Google,70,0,2,35
c9bd7c7c-4096-4c18-9e0b-d9b1d98d7cb5,653207,Landing Page Submission,Referral Sites,75,0,4,125.67
2bd65d70-73ea-4897-8096-9d046d684470,653163,Landing Page Submission,Google,80,0,3,58
07b33b59-5255-41d1-a9a8-2de1627f9574,653151,API,Google,180,0,3,60
4d00b9be-fa39-44fd-8a9f-ed5960d80c77,653120,API,Google,60,10,1,0
3e725134-38de-451b-9bc3-f90c6d8348f0,653109,Landing Page Submission,Google,115,0,4,364.75
848fef69-c5fe-4973-839e-863307cdc5bb,653104,API,Organic Search,80,0,3,103.5
122a1c7b-7e93-471a-b800-f012f8ffa3b0,653091,API,Google,60,0,1,0
cd16da52-333d-43b7-9fa6-97464be6a29f,653082,API,Google,150,0,5,232.8
1f63f671-6c0d-4e10-a48e-0926f63e5114,653072,Landing Page Submission,Google,85,0,4,123.33
57e75e79-c9e9-4c06-b3f5-9efa3bb20531,653068,Landing Page Submission,Organic Search,295,150,5,127
6da85bec-7ebb-4b4e-917e-3c13a3d53f35,653053,Landing Page Submission,Google,80,0,2,3
e513b4c2-444d-43b9-98aa-7c23db19b665,653049,API,Organic Search,100,0,2,468
d03c8a90-212a-49f2-961f-bbe0c0b85013,653048,Landing Page Submission,Direct Traffic,160,90,4,137
f2dc2569-9a9b-4461-b2d2-b745221eab7c,653044,Landing Page Submission,Direct Traffic,80,0,2,6
e8dc8737-159d-42a1-acba-6322c2bf4da6,653017,Landing Page Submission,Organic Search,125,0,4,122
56a8fdd1-0aac-449f-9bc1-2ee49cb35aa2,652987,Landing Page Submission,Google,100,0,2,301
37a153b1-8198-42c7-865e-7314ab78c8f2,652986,Landing Page Submission,Organic Search,90,20,3,51.5
3ba78b72-9178-48d7-90e4-99b5269b9c2a,652963,Landing Page Submission,Google,110,0,5,83.67
eb7aa007-30b3-42bf-94f5-d11acc2bd304,652958,Landing Page Submission,Direct Traffic,190,0,4,265.33
13873f77-40fa-4bce-a003-039e18b94cfc,652948,API,Google,70,20,2,835
76de0596-35df-49b8-b0a9-9fa00392eb08,652937,Landing Page Submission,Google,85,0,5,268.5
65fb8bd5-8640-4428-9838-016231d82863,652926,API,Google,180,0,5,289.5
6c38d823-a0fb-461a-ba70-6e69265340fd,652918,Landing Page Submission,Direct Traffic,70,0,1,0
7995a0f7-1ccf-4ed2-ab58-84ead32cef00,652913,Landing Page Submission,Google,85,0,4,93.33
b6217713-ebad-4c6f-8cd6-086288e8743e,652888,API,Google,115,0,3,559
6de1dbac-93c4-408d-b835-ca4dd0adabfc,652863,Landing Page Submission,Direct Traffic,120,50,2,3
0006d10a-eb01-4ba9-92e2-ad78588b2a40,652852,API,Google,100,0,4,86.33
2b309a9f-64f6-4d49-9cc5-6dc88333b70e,652828,API,Referral Sites,155,0,7,128.6
7a35e17e-9f9b-4a0a-ade5-cc1c3f47ead9,652824,Landing Page Submission,Organic Search,140,70,8,140.57
16a997f7-a382-4cb5-b382-6a27c0a3d068,652822,Landing Page Submission,Google,75,0,4,55.67
b3f9afb0-ff83-4735-9e6c-d51d6f236fab,652806,API,Google,90,0,2,491.5
4e85a82c-fff0-4de6-9c37-8b0609888736,652801,Lead Add Form,Welingak Website,20,20,0,0
bae0d183-f390-4d1e-bcb9-e76ae0cfd888,652789,API,Referral Sites,225,50,4,324.5
2ccb407a-1cf0-4231-b15a-7ac8a6ad7f05,652787,Lead Add Form,Reference,120,70,3,10.5
facbd0ac-58fe-407b-9778-60ae8b5ff12a,652784,Landing Page Submission,Google,80,0,3,56.5
76bf5867-9c2b-48d2-afed-109799e93cb2,652782,API,Referral Sites,70,0,3,125
d108368c-b584-4ff1-9cbb-a36d88c075bc,652768,API,Olark Chat,110,0,0,0
c1d6887d-1979-4665-8937-1eaee7c9333c,652766,Landing Page Submission,Google,60,0,1,0
d95f0a67-4d8f-48c7-82f3-214d834f042f,652727,API,Organic Search,90,0,3,196.67
9f27df1d-8059-45d0-9dc6-cd966ba7e2b2,652725,Landing Page Submission,Direct Traffic,70,0,2,1
be4c7a7b-f123-42f2-8868-a005c83a1576,652708,Lead Add Form,Reference,0,0,0,0
fb568566-74c7-4c3c-b476-78c1a8f2966b,652707,Landing Page Submission,Google,190,70,5,179
78e4dbb1-cef6-4905-817f-2a5946e371b3,652701,Landing Page Submission,Referral Sites,240,0,13,129.89
76d6c186-bb42-4d0b-8782-421158f26919,652698,API,Google,120,0,5,466.33
810262a9-338c-4146-b726-fa51395ce1f1,652695,API,Referral Sites,70,0,3,43
06d9c754-6ad1-4223-8952-41ff1f9be74b,652681,API,Olark Chat,20,20,0,0
5ebcc1a8-7c88-4098-83b0-f50d785774a7,652657,Landing Page Submission,Google,175,110,5,265.75
6dd508f0-f193-41da-b9b9-e523878245fa,652655,Landing Page Submission,Direct Traffic,120,0,2,6
4d326e21-3851-4f19-ba4d-66d82112bde6,652646,Landing Page Submission,Google,130,0,6,108
7ff640a5-4909-411f-a63b-2b66bfd26912,652641,API,Google,90,0,4,75
4c86a0b5-59a4-418a-9cf8-8a6ad3ed2331,652616,Landing Page Submission,Google,70,0,2,204
bce974b9-0fe7-4d85-96e2-2e11408c0ad1,652610,API,Organic Search,130,0,7,163.5
01d0e5ed-bd8c-4b0d-a33f-7d59dc0fc528,652594,API,Google,255,0,9,329.83
91d6d68b-393f-4345-8f0a-66db653f3ee2,652583,API,Referral Sites,90,0,4,670
9b7ac744-aa49-4b69-b286-6432332984c3,652580,Landing Page Submission,Google,75,10,3,72.5
c43139b7-1bf2-4f04-a089-9298abd59621,652569,Landing Page Submission,Google,200,0,10,273.25
23e7a38d-5c89-4516-b818-b25b78f8924d,652567,API,Olark Chat,20,0,0,0
427bcec5-4598-439c-b78f-47d89a7d385b,652559,API,Google,60,0,1,0
1adcdfff-19db-4855-9f41-ddd14b9da43f,652549,API,Google,90,40,4,183.67
2dcf9f51-1ab0-499c-ac01-5f606dfc85f6,652531,API,Google,60,0,1,0
b6d35d6a-a5e8-4ef8-8c16-63de7d06188a,652525,API,Google,110,0,4,358.5
bd03ee9c-a2dd-4bb1-a329-3a98cc83043e,652507,API,Organic Search,310,0,19,210.81
71abbcb0-ea53-4e29-affd-7ab4151a41a8,652506,Landing Page Submission,Google,165,80,4,64
acd055c8-8cdc-437f-b725-89da182500ee,652500,Landing Page Submission,Google,75,0,3,151.5
f445613b-089f-4715-9d4d-def14fb26bdc,652486,Landing Page Submission,Google,95,0,4,305.5
69402df3-ec49-4e3d-95f7-4b60034e1168,652477,API,Google,170,0,7,76.57
d65b9f53-4519-463a-8671-8a58edaa953b,652463,Landing Page Submission,Direct Traffic,110,0,4,135.67
b2b5c39c-1c13-4714-87ac-8fd4fcbace6e,652462,API,Organic Search,80,0,3,132.5
475bb10e-c84d-49fa-a21b-fac6fcae3e7b,652441,API,Olark Chat,-10,0,0,0
a3e9d54a-8968-4f95-aac0-caa3f8e55b73,652421,Landing Page Submission,Organic Search,260,0,14,51.67
8b366481-fab0-42c7-bfa2-e8ebccc070ae,652416,Landing Page Submission,Google,125,60,3,33
ad5bc28c-0aaa-4cad-adf5-ff7b6670c645,652410,Landing Page Submission,Direct Traffic,120,0,2,4
fcc17c60-198c-4367-af01-23f81341b95a,652401,Landing Page Submission,Organic Search,120,0,3,85.5
d450836a-cb34-48b7-bad7-9acb7da45843,652345,Landing Page Submission,Google,230,0,6,151.25
4e30d5ad-97b3-4fdb-bb8a-fb1e83cfe655,652317,Landing Page Submission,Organic Search,160,90,5,272.75
2242a03b-593f-4726-b8ba-6b79b2251e59,652314,API,Referral Sites,170,0,13,30.09
f54767a6-eb95-432e-8dae-232e6ff86ec9,652305,API,Olark Chat,0,0,0,0
db85c73a-b1ec-419c-aba3-8d4035961bae,652302,Landing Page Submission,Google,85,0,4,52
782f5ce4-d64d-4458-9f15-ab099ca3f6c4,652250,API,Google,130,80,3,65.5
2c7a9f29-25da-4729-a4a3-fc5583ca1cd7,652227,API,Google,100,50,3,62
124ef272-0629-40bf-8faa-a0e10b69e076,652194,Landing Page Submission,Google,65,0,2,4
50750f97-0901-418d-bc4d-0d085fc7cb1c,652193,Landing Page Submission,Direct Traffic,170,0,4,64
a50571c2-a35f-42e4-9cfb-0308c0c05e4a,652178,Landing Page Submission,Google,165,70,8,115.86
120b8625-5b67-4ab7-8150-c26658211237,652174,Landing Page Submission,Google,140,0,8,95.33
8ef0bad7-e2e2-40cf-ba3f-a8390b8c024e,652157,Landing Page Submission,Google,165,0,4,190
1be2f9f8-6c6b-49ba-ada1-79b90a8bab3e,652153,API,Google,210,0,8,71.8
47a07ea2-1f05-4805-8196-3836d3b26680,652128,Landing Page Submission,Direct Traffic,180,0,2,5
dc792213-2d4e-47ba-a2df-16aa7ec0b8ac,652108,API,Olark Chat,0,0,0,0
499b989d-6151-4c90-97dc-ec3958a79818,652104,Landing Page Submission,Organic Search,210,0,10,232.13
2b8ff598-58ef-40af-b2ee-c734f844c965,652085,Landing Page Submission,Google,200,80,9,182
42e5f620-5791-47d8-b0ca-e66c7667a8da,652084,API,Google,80,0,2,710
f1872c82-304b-4399-8996-95d603f750b3,652080,API,Olark Chat,45,0,0,0
dc7b3ff1-42b3-43f6-8daf-f67ca286d53d,652074,Landing Page Submission,Google,210,0,4,96
570cefed-7494-4221-817a-22a8f8922c6b,652060,Landing Page Submission,Direct Traffic,120,50,4,97.33
3f39d271-b9e8-4de4-8b0a-9dc1ca31bb53,652058,Landing Page Submission,Google,60,0,2,10
8e2a6a89-feb8-4e6a-ad92-156fe2ab14a3,652050,Landing Page Submission,Google,115,50,6,117.4
ae5f6662-457b-4221-b9f8-3d2a2213cd9d,652035,Lead Add Form,Welingak Website,10,10,0,0
60fa08e4-6b7e-4543-8f40-03358f54cdc7,652023,API,Referral Sites,100,0,5,132.6
863b4764-b6fa-4164-98e7-b45d92259c32,652014,API,Google,70,20,2,314.5
856fd959-07ed-45f6-aa4b-32619994bd9d,651993,API,Olark Chat,110,10,0,0
cf7988d8-0656-4592-ac60-1ae6dcd8c543,651975,API,Google,80,0,4,164
af43d5d2-00c0-4c4d-9bb0-97df60ea7b4a,651935,Lead Add Form,Reference,0,0,0,0
3d4e3232-8041-44e4-bb45-5314e33a2bd8,651934,Lead Add Form,Reference,20,0,0,0
b982ddc3-5f08-4749-a85e-dd74b03fd945,651930,Lead Add Form,Reference,20,0,0,0
73bc0df6-64f5-4ae3-9e19-c0efc2f949c1,651926,Lead Add Form,Reference,20,20,0,0
1e8b9333-dcac-4e7b-8ff1-6cdbe9726db0,651923,API,Google,60,0,1,0
31394183-a555-4a94-8595-5429cec4bdf0,651920,API,Google,200,0,13,207.8
ba6ac56a-0d13-494d-9fd8-0ce0cb4ee193,651910,API,Olark Chat,10,10,0,0
41756e8c-ec38-4190-8751-e24c1042f54c,651869,Landing Page Submission,Organic Search,140,0,5,198.8
44cf6fee-4967-43ec-91b4-346f1108b46c,651866,Landing Page Submission,Google,145,0,6,151.75
9f7b3110-8259-4fa1-85c8-68cbcba02396,651865,API,Google,70,20,3,512
c4299137-5b37-4724-ae66-3476838145a2,651857,API,Olark Chat,0,0,0,0
4cb2a48d-e9d2-4845-acb1-baaad08c8c07,651812,Lead Add Form,Reference,325,0,16,98.29
638fecaf-4479-4dd0-8785-cfb9e492d817,651807,Landing Page Submission,Google,320,150,11,129.78
08f4a4f0-08c2-4bbb-a12f-5b5b3f4a2062,651803,API,Olark Chat,0,0,0,0
e061de96-e40c-4d65-a504-745b15c787c3,651801,API,Google,205,0,9,218.4
746e8acf-ff09-4dff-9ce1-475588b005b9,651799,Lead Add Form,Welingak Website,35,10,0,0
074b57ad-1d96-46aa-8d47-864f4c199706,651788,API,Google,70,0,3,524.5
3c72ca59-a9f5-4723-afaa-263948196e31,651764,API,Google,110,60,6,67.6
1d00ce3a-3f2d-4478-b88c-1517ecc35247,651760,Landing Page Submission,Google,90,0,3,135.5
ad9ede34-d1f0-4135-b734-12c2920fc674,651736,API,Google,60,0,1,0
39937239-829a-4741-aced-a7edc27822e7,651732,Landing Page Submission,Google,195,0,4,54.67
7e942f06-0d42-4444-bb24-dcf5f76c7e2c,651725,API,Referral Sites,70,0,2,0
b67b2aef-02c7-4d47-970a-b84b2ef8d15a,651722,Landing Page Submission,Google,160,60,6,34.33
090754e0-f007-4b16-845c-641ce1237585,651713,API,Olark Chat,45,0,0,0
1802e701-ab49-448f-88a3-46db31b42e71,651702,API,Olark Chat,239,130,5,423
bac211dd-6c27-4b17-bd5d-8892f6763fbb,651696,Landing Page Submission,Google,85,0,4,88
f5fff4f3-2de4-4176-967f-d8e50e25ab29,651680,API,Olark Chat,0,0,0,0
132cf967-6862-4e27-a343-2ca332083dec,651663,Landing Page Submission,Google,70,0,3,29.5
39972c87-418f-4291-89f1-f6496cd4ef9c,651661,API,Google,60,10,2,820
b2dfb7a5-814d-465b-816e-63d6b3a863ca,651660,Lead Add Form,,-10,0,0,0
82af59c3-32ae-4174-975a-872b88526a08,651642,API,Organic Search,205,0,10,115.89
6dd62538-2a50-482a-a2d8-6a8a753f1e48,651637,API,Organic Search,70,20,2,431
11cb44c5-d45b-41b9-aa03-f0084d319416,651623,Lead Add Form,Reference,40,40,0,0
a7b064a7-1901-4ca4-8bac-5c5ab0a6bf15,651614,API,Referral Sites,170,120,13,98.64
6a3f82ae-67e0-4208-9959-d667af6b605b,651611,Lead Add Form,Reference,30,0,0,0
a51a4dc1-5260-42ab-94f5-0dfddee58c76,651599,API,Referral Sites,200,0,7,196.57
65fcfe84-c16d-4ad0-8a93-0bd38590dce7,651582,API,Google,90,40,5,308
403e80b7-da91-486d-981a-a3db2acd267d,651577,API,Organic Search,60,0,1,0
2f841572-a110-421d-932a-28beffe5d479,651570,API,Google,100,0,6,224.4
e4234e9b-1119-4b04-98b0-20db3010cac6,651548,Lead Add Form,Reference,20,20,0,0
35427186-edd5-470e-a386-47ae4fd6fe19,651545,Landing Page Submission,Google,180,0,5,122.5
2cb66fac-4933-452e-8afe-daa9cf778401,651541,Landing Page Submission,Direct Traffic,90,20,3,36
176276e4-0127-47bd-b1d2-e79a6da5dda6,651531,API,Google,180,0,12,264
d638f2b3-bb29-4a6f-b4ea-8caa2ee15dee,651517,Landing Page Submission,Google,90,0,3,44
ae009311-e20b-4df0-9124-eb13f31d0b08,651506,API,Google,105,30,2,211
f5c64548-fd2d-48e0-9a9b-992bc0bce87d,651501,API,Olark Chat,10,0,0,0
188edb43-a4c9-48e3-9b8b-bbddc32a419c,651477,API,Google,120,70,6,131.4
7f3dbe48-0ba6-46bc-8c63-13b5a21152d9,651464,Landing Page Submission,Organic Search,160,90,4,143
420d65de-5f10-4f94-beec-31434579ad8a,651443,API,Organic Search,100,40,5,105.5
cbc292d8-752f-47ea-92c6-07d4247638d5,651441,Landing Page Submission,Google,110,0,3,202.67
52362ee9-2e5c-41cf-802f-c17642f8a6d2,651431,Landing Page Submission,Organic Search,100,0,5,283.5
a2097a67-8144-4e1e-a2a2-7f7f8e355765,651425,Landing Page Submission,Google,75,0,3,33
d73236a1-1564-488c-ae10-caf8d1b47371,651417,API,Google,120,70,3,273
61f9826b-2916-46ff-9b3a-6ac37582ff5f,651374,Landing Page Submission,Google,115,0,3,37
dd52a76e-45fa-4f2a-8b4f-5efc50b395db,651363,API,Google,60,0,2,188
b6346754-c3aa-4a3f-a2c4-dfcae37c00ad,651349,API,Google,130,0,2,163
f2366dee-0d24-4656-9613-c1cc5ffebc3f,651339,API,Referral Sites,70,0,3,148
967124de-1aa1-451c-9851-5a44bc7b23a0,651298,API,Olark Chat,20,20,0,0
34a7a87b-b2b8-4881-99f9-8db3ca96bbcb,651297,Landing Page Submission,Direct Traffic,135,0,3,106.67
2ddb1ac9-7afa-457f-9fc6-976281d5e75e,651289,API,Google,30,0,3,144.5
cc430e48-ab52-4429-9848-3fc3311a502d,651284,API,Google,140,0,2,396
81346bcb-3515-4ce7-be65-dbe71881005f,651281,Landing Page Submission,Direct Traffic,260,190,7,425.67
a570e684-cc6b-442e-880e-90ac83d156b3,651277,API,Google,110,0,4,236
ebfc81ea-7a75-4c5c-96a0-e9e76166e00c,651270,API,Direct Traffic,60,0,2,3
6cba258f-5987-4522-a54b-333cf536bb58,651262,Landing Page Submission,Google,95,0,5,52.75
26f0b61c-b971-4dde-b6fa-b09a7748bf92,651251,Landing Page Submission,Organic Search,132,40,4,65
1cd0f766-86cb-4264-90e3-0b3a6c94db34,651250,API,Direct Traffic,30,0,2,7
93f9fdc6-8a85-40f2-b9ef-19ecf0e3dd1b,651246,API,Organic Search,140,90,6,33.25
3bfccb90-3df4-4ebe-9a4e-8557e09327a0,651241,Landing Page Submission,Google,250,0,5,280
135ee1fe-3345-4ac6-8da9-ef70ede6d3ff,651221,API,Olark Chat,0,0,0,0
2a03aea0-e2d1-4cc7-966a-9e23d4b64109,651199,API,Organic Search,140,90,5,136
45f09215-9028-40cf-b8be-67c5cec92695,651185,Landing Page Submission,Google,85,0,3,52
dead4c87-b79a-4aea-876e-11cd927ea36b,651143,API,Olark Chat,117,0,3,0
0de4e0f3-ef93-4d7f-9de5-e7caa32b7628,651100,Landing Page Submission,Google,210,20,4,88.75
dbcde5e4-cc6b-4057-9b38-1da8da311e99,651094,Landing Page Submission,Google,100,0,4,116.67
56cdd459-8c24-4340-87d7-c778f39ee108,651093,Landing Page Submission,Google,130,0,6,192.4
7d71dc29-8305-4e2b-b503-c67aa42caa11,651060,Landing Page Submission,Google,85,0,5,127.5
9379f0da-25a6-4b47-a192-b7e4eb6b04a8,651043,Landing Page Submission,Organic Search,190,120,9,191.88
eaa3e113-08d4-4eaf-b0f6-9f1795b58de4,651037,API,Direct Traffic,120,0,8,14
da29a16f-2c08-445f-a211-eed649a68c11,651023,API,Organic Search,180,0,2,273
49ba50c5-0f66-4c9f-bcf8-ab64a79dd9ba,651020,Landing Page Submission,Google,145,0,6,35
27d1ebd2-606c-4e03-9424-70fa440b4478,650994,Landing Page Submission,Google,115,0,4,400.67
